title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Financialization and income inequality: a post Keynesian institutionalist analysis,https://www.tandfonline.com/doi/abs/10.2753/JEI0021-3624440309,Cited by 100,"https://scholar.google.com/scholar?q=related:lteBVR8DtAgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",461,All 6 versions,"DA Zalewski, CJ Whalen - Journal of Economic Issues, 2010 - Taylor & Francis",One of the most troubling developments in recent years has been widening income inequality in the United States and elsewhere. We argue Post Keynesian Institutionalism (PKI) provides insight into the causes of increasing income inequality and our contribution is …
Corporate demography and income inequality,https://journals.sagepub.com/doi/abs/10.1177/000312240707200506,Cited by 83,"https://scholar.google.com/scholar?q=related:9xkNmXcO12AJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",462,All 6 versions,"JB Sorensen, O Sorenson - American Sociological Review, 2007 - journals.sagepub.com","We examine the relationship between income inequality and corporate demography in regional labor markets and specify two mechanisms through which the number and diversity of employers in a labor market affect wage dispersion. Vertical differentiation, or variation in …"
Income inequality and pecuniary crimes,https://www.sciencedirect.com/science/article/pii/S0165176509001049,Cited by 72,"https://scholar.google.com/scholar?q=related:Y0qeqVLaTwAJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",463,All 7 versions,"LG Scorzafave, MK Soares - Economics Letters, 2009 - Elsevier","This paper verifies the relationship between income inequality and pecuniary crimes. The elasticity of pecuniary crimes relative to inequality is 1.46, corroborating previous literature. Other factors important to decrease criminality are expanding job opportunities and a more …"
Sources of income inequality in rural Pakistan,http://documents.worldbank.org/curated/en/416501468758757980/pdf/multi_page.pdf,Cited by 92,"https://scholar.google.com/scholar?q=related:CnA9qyc6uoQJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",464,All 18 versions,"RH Adams, H Alderman - Oxford Bulletin of Economics …, 1992 - documents.worldbank.org",That some people own more land than others is not the main source of agricultural income inequality in rural Pakistan. That some people receive higher profits and returns to labor on their cultivation than do others is. Reducing inequality might require providing more training …
"Income inequality and redistribution in post-industrial democracies: demographic, economic and political determinants",https://academic.oup.com/ser/article-abstract/12/2/245/1666588,Cited by 136,"https://scholar.google.com/scholar?q=related:3ND29pSWl7YJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",465,All 12 versions,"E Huber, JD Stephens - Socio-Economic Review, 2014 - academic.oup.com",This article analyses the determinants of market income distribution and governmental redistribution. The dependent variables are Luxembourg Income Study data on market income inequality (measured by the Gini index) for households with a head aged 25–59 …
"Income inequality in France, 1900–2014: evidence from distributional national accounts (DINA)",https://www.sciencedirect.com/science/article/pii/S0047272718300124,Cited by 87,"https://scholar.google.com/scholar?q=related:NW-bZE-UL8cJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",466,All 34 versions,"B Garbinti, J Goupille-Lebret, T Piketty - Journal of Public Economics, 2018 - Elsevier","Abstract This paper presents “Distributional National Accounts”(DINA) for France. That is, we combine national accounts, tax and survey data in a comprehensive and consistent manner to build homogenous annual series on the distribution of national income by percentiles …"
Economic development and income inequality: further evidence on the U-curve hypothesis,https://www.sciencedirect.com/science/article/pii/0305750X88902112,Cited by 122,"https://scholar.google.com/scholar?q=related:j7xFO7IMGj0J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",467,All 5 versions,"R Ram - World Development, 1988 - Elsevier",Internationally comparable data on inequality and income are utilized to reassess the empirical status of Kusnets' U-curve hypothesis. The hypothesis seems well supported when both developed countries (DCs) and less developed countries (LCDs) are included in the …
Regional income inequality and internal population migration,https://www.journals.uchicago.edu/doi/pdfplus/10.1086/449891,Cited by 94,"https://scholar.google.com/scholar?q=related:uNN7sjs-AmwJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",468,All 3 versions,"B Okun, RW Richardson - Economic Development and …, 1961 - journals.uchicago.edu",Recent literature on economic growth evidences increasing concern over what appears to be ever-widening economic inequality between the advanced and the backward countries of the worldo While some countries have in a relatively short time effected enormous …
Sources of inequality: Measuring the contributions of income sources to rising family income inequality,https://onlinelibrary.wiley.com/doi/abs/10.1111/1475-4991.00020,Cited by 76,"https://scholar.google.com/scholar?q=related:4CIu2_1ypAEJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",469,All 5 versions,"D Reed, M Cancian - Review of Income and Wealth, 2001 - Wiley Online Library","We develop a simulation method for measuring the impact of changes in the distributions of the main income sources on growth in family income inequality. We simulate the entire distribution of family income under the counterfactual,“What if the distribution of each source …"
Income inequality as a cause of the Great Recession?: A survey of current debates,https://www.boeckler.de/pdf/p_treeck_sturn_2012.pdf,Cited by 150,"https://scholar.google.com/scholar?q=related:HBuoqNG47-8J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",470,All 14 versions,"T Van Treeck, S Sturn - 2012 - boeckler.de","The recent debates about the role of income inequality in causing the “Great Recession” are surveyed along different dimensions. First, we review the controversy about the “Rajan hypothesis” for the United States. In his widely discussed book “Fault Lines”(2010) …"
"Progressive taxation, income inequality, and happiness.",https://psycnet.apa.org/record/2018-03098-001,Cited by 34,"https://scholar.google.com/scholar?q=related:DNtp0XsxxpsJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",471,All 9 versions,"S Oishi, K Kushlev, U Schimmack - American Psychologist, 2018 - psycnet.apa.org","Income inequality has become one of the more widely debated social issues today. The current article explores the role of progressive taxation in income inequality and happiness. Using historical data in the United States from 1962 to 2014, we found that income inequality  …"
Income poverty and income inequality,https://www.researchgate.net/profile/Eric_Marlier/publication/283889945_Income_poverty_and_income_inequality/links/5703d2c608ae13eb88b6811d.pdf#page=103,Cited by 72,"https://scholar.google.com/scholar?q=related:652iGPFOSd4J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",472,All 28 versions,"AB Atkinson, E Marlier, F Montaigne… - Income and living …, 2010 - researchgate.net",5.1. 1 Aim of this chapter This chapter focuses on the financial dimensions of poverty and inequality. Income is an important variable for Europe's households. People are naturally concerned with how much they receive each month in the form of earnings (from …
Consumption and Income Inequality in the US Since the 1960s,https://www.nber.org/papers/w23655,Cited by 90,"https://scholar.google.com/scholar?q=related:837Xwu6dSuUJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",473,All 25 versions,"BD Meyer, JX Sullivan - 2017 - nber.org","Official income inequality statistics indicate a sharp rise in inequality over the past five decades. These statistics do not accurately reflect inequality because income is poorly measured, particularly in the tails of the distribution, and current income differs from …"
Commentary: Income Inequality as a Public Health Concern: Where Do We Stand? Commentary on “Is Exposure to Income Inequality a Public Health …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1360879/,Cited by 108,"https://scholar.google.com/scholar?q=related:aulgeWhPcPQJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",474,All 7 versions,"SV Subramanian, T Blakely, I Kawachi - Health Services Research, 2003 - ncbi.nlm.nih.gov","Research interest on the link between income distribution and population health can be traced back to Richard Wilkinson's seminal paper published in 1992 in the British Medical Journal, showing a correlation between income inequality and life expectancy among nine …"
Commentary: Income inequality and health: The end of the story?,https://academic.oup.com/ije/article-abstract/31/3/549/629767,Cited by 85,"https://scholar.google.com/scholar?q=related:UFhNmTlYq5oJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",475,All 5 versions,"J Lynch, GD Smith - International Journal of Epidemiology, 2002 - academic.oup.com","John Lynch a and George Davey Smith ba Department of Epidemiology and Institute for Social Research, University of Michigan, 109 Observatory Street, Ann Arbor, MI 48109–2029, USA. b Department of Social Medicine, University of Bristol, Canynge Hall …"
Democracy and income inequality reconsidered,https://www.jstor.org/stable/2117760,Cited by 72,"https://scholar.google.com/scholar?q=related:K3yeA2aL1rIJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",476,All 3 versions,"E Weede - American Sociological Review, 1989 - JSTOR","variance explained only those independent variables that have been significant in Muller's equation 4.2 a or 4.3 a, I get extremely similar regression coefficients to Muller's. Like Muller's findings, the level of economic development is non-monotonically related to top 20 …"
